"school_type","ncessch","name","state_code","state_fips_code","zip_code","latitude","longitude","total_students","pct_white","pct_black","pct_hispanic","pct_asian","pct_amerindian","pct_other"
"Public",291032000335,"SHERWOOD HIGH","MO",29,64739,38.50778900,-94.08633000,255,96.4706,1.1765,1.9608,0.3922,0.0000,0.0000
"Public",291035000338,"CROCKER HIGH","MO",29,65452,37.95632600,-92.26227300,254,95.2756,1.9685,1.5748,0.3937,0.7874,0.0000
"Public",291038000340,"CRYSTAL CITY HIGH","MO",29,63019,38.23115900,-90.37796000,165,90.9091,7.2727,0.0000,1.2121,0.6061,0.0000
"Public",291041000341,"CUBA HIGH","MO",29,65453,38.05428100,-91.40271900,405,93.8272,0.4938,5.1852,0.2469,0.2469,0.0000
"Public",291044000345,"DADEVILLE SR. HIGH","MO",29,65635,37.48163500,-93.67438400,80,95.0000,2.5000,2.5000,0.0000,0.0000,0.0000
"Public",291050000350,"DESOTO SR. HIGH","MO",29,63020,38.13420000,-90.56680000,979,96.9356,1.8386,0.5107,0.3064,0.3064,0.1021
"Public",291052000352,"LAKELAND HIGH","MO",29,64740,38.20460700,-93.74797100,173,94.7977,1.1561,1.1561,1.1561,1.7341,0.0000
"Public",291059000355,"DEKALB JR.-SR. HIGH","MO",29,64440,39.58653000,-94.92889400,143,95.1049,1.3986,0.6993,0.6993,0.0000,2.0979
"Public",291062000358,"DELTA HIGH","MO",29,63744,37.20025100,-89.73672600,115,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Public",291077000363,"DEXTER HIGH","MO",29,63841,36.78769600,-89.97567100,599,97.3289,1.0017,1.0017,0.5008,0.0000,0.1669
"Public",291080000366,"DIAMOND HIGH","MO",29,64840,36.98990900,-94.31450400,261,92.3372,0.3831,1.5326,3.0651,0.3831,2.2989
"Public",291083000369,"DIXON HIGH","MO",29,65459,37.99790300,-92.08879800,304,94.0789,0.9868,3.2895,1.3158,0.0000,0.3289
"Public",291092000373,"DONIPHAN HIGH","MO",29,63935,36.62445600,-90.81896400,431,96.0557,0.2320,1.1601,0.4640,0.2320,1.8561
"Public",291095000375,"DORA HIGH","MO",29,65637,36.77278000,-92.21695100,145,98.6207,0.0000,0.6897,0.0000,0.0000,0.6897
"Public",291107000379,"DREXEL HIGH","MO",29,64742,38.47921100,-94.60483600,161,98.1366,0.0000,1.2422,0.6211,0.0000,0.0000
"Public",291110000383,"EAST CARTER CO. R-II HIGH","MO",29,63937,36.93081400,-90.74576300,218,97.2477,0.9174,1.3761,0.0000,0.4587,0.0000
"Public",291122000388,"EAST PRAIRIE HIGH","MO",29,63845,36.77495700,-89.37937800,317,95.8991,2.5237,0.9464,0.0000,0.0000,0.6309
"Public",291125000391,"EAST BUCHANAN HIGH","MO",29,64454,39.60981300,-94.59712900,249,97.5904,0.0000,0.4016,0.0000,0.0000,2.0080
"Public",291128000397,"KNOX CO. HIGH","MO",29,63537,40.18266000,-92.13746000,275,97.4545,1.8182,0.0000,0.0000,0.0000,0.7273
"Public",291131000398,"EL DORADO SPRINGS HIGH","MO",29,64744,37.86834200,-94.01885600,357,97.7591,0.5602,0.5602,0.2801,0.2801,0.5602
"Public",291134000402,"ELDON HIGH","MO",29,65026,38.34939600,-92.58048300,583,92.7959,0.5146,2.9160,0.6861,0.6861,2.4014
"Public",291140000407,"ELSBERRY HIGH","MO",29,63343,39.16133900,-90.79319600,232,88.3621,6.0345,3.0172,1.2931,0.4310,0.8621
"Public",291145000409,"EMINENCE HIGH","MO",29,65466,37.14123400,-91.36169600,151,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Public",291155000411,"EUGENE HIGH","MO",29,65032,38.37247900,-92.39634700,305,98.6885,1.3115,0.0000,0.0000,0.0000,0.0000
"Public",291158000413,"EVERTON HIGH","MO",29,65646,37.34642800,-93.69897400,47,95.7447,0.0000,0.0000,4.2553,0.0000,0.0000
"Public",291165000420,"EXCELSIOR SPRINGS HIGH","MO",29,64024,39.34891700,-94.24539300,796,85.9296,1.2563,5.5276,0.6281,0.7538,5.9045
"Public",291167000427,"EXETER HIGH","MO",29,65647,36.67391000,-93.93785400,109,97.2477,0.0000,1.8349,0.9174,0.0000,0.0000
"Public",291170000429,"FAIR GROVE HIGH","MO",29,65648,37.38533000,-93.15115000,373,96.7828,0.2681,1.6086,0.2681,0.8043,0.2681
"Public",291173000431,"FAIR PLAY HIGH","MO",29,65649,37.63486900,-93.57706800,185,97.8378,0.0000,1.0811,0.5405,0.0000,0.5405
"Public",291191000440,"FARMINGTON SR. HIGH","MO",29,63640,37.77881400,-90.43752900,1163,94.4110,1.8057,1.3758,1.8917,0.5159,0.0000
"Public",291194000445,"MID-BUCHANAN SR. HIGH","MO",29,64448,39.63308600,-94.81309500,317,96.2145,0.0000,2.2082,0.0000,0.0000,1.5773
"Public",291199000448,"FAYETTE HIGH","MO",29,65248,39.15011500,-92.69201500,190,85.7895,8.9474,0.0000,0.0000,0.0000,5.2632
"Public",291201000471,"MCCLUER NORTH HIGH","MO",29,63033,38.79013900,-90.30339100,1761,18.6258,74.2760,1.8739,0.6246,0.1704,4.4293
"Public",291201000472,"MCCLUER HIGH","MO",29,63031,38.77151500,-90.31077500,1183,7.6923,85.8833,2.4514,0.9298,0.0000,3.0431
"Public",291201002691,"MCCLUER SOUTH-BERKELEY HIGH","MO",29,63135,38.73260500,-90.30476500,554,2.7076,94.4043,0.7220,0.3610,0.0000,1.8051
"Public",291203000481,"FESTUS SR. HIGH","MO",29,63028,38.22440100,-90.41489400,860,93.6047,3.1395,1.6279,0.6977,0.2326,0.6977
"Public",291218000485,"FORDLAND HIGH","MO",29,65652,37.16148800,-92.95287100,180,98.8889,0.0000,0.0000,0.0000,0.0000,1.1111
"Public",291224000487,"FORSYTH HIGH","MO",29,65653,36.69576800,-93.11791800,398,95.9799,0.2513,2.2613,0.0000,1.0050,0.5025
"Public",291229000496,"FORT OSAGE HIGH","MO",29,64058,39.13888800,-94.29136100,1512,80.7540,6.5476,7.6720,0.7275,0.9921,3.3069
"Public",291230000506,"FOX SR. HIGH","MO",29,63010,38.44988800,-90.37102800,1835,93.6240,1.3624,2.1798,1.1989,0.3270,1.3079
"Public",291230001981,"SECKMAN SR. HIGH","MO",29,63052,38.39798500,-90.42805700,1776,96.3964,1.1824,1.4077,0.5068,0.0563,0.4505
"Public",291254000516,"FREDERICKTOWN HIGH","MO",29,63645,37.56555200,-90.27848100,554,96.5704,1.0830,1.2635,0.3610,0.1805,0.5415
"Public",291255000524,"FULTON SR. HIGH","MO",29,65251,38.87180500,-91.94121400,622,83.2797,11.0932,2.0900,0.6431,0.8039,2.0900
"Public",291260000526,"GAINESVILLE HIGH","MO",29,65655,36.61107000,-92.40130100,312,99.0385,0.0000,0.6410,0.0000,0.0000,0.3205
"Public",291263000528,"GALENA HIGH","MO",29,65656,36.81199100,-93.47205000,236,91.1017,0.4237,2.1186,0.0000,0.8475,5.5085
"Public",291266000530,"GALLATIN HIGH","MO",29,64640,39.90888400,-93.97223100,278,96.4029,0.0000,2.1583,0.3597,0.7194,0.3597
"Public",291269000532,"GRUNDY CO. HIGH","MO",29,64641,40.12689600,-93.38865200,84,95.2381,0.0000,3.5714,1.1905,0.0000,0.0000
"Public",291278000535,"GIDEON HIGH","MO",29,63848,36.45067200,-89.92115100,129,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Public",291290000540,"GLASGOW HIGH","MO",29,65254,39.22834900,-92.83390700,155,91.6129,3.2258,1.2903,0.0000,0.6452,3.2258
"Public",291293000542,"GOLDEN CITY HIGH","MO",29,64748,37.38685000,-94.10003000,95,88.4211,0.0000,4.2105,1.0526,1.0526,5.2632
"Public",291308000546,"GRAIN VALLEY HIGH","MO",29,64029,39.00907600,-94.20669700,1112,88.3993,2.6079,6.2050,0.8993,0.2698,1.6187
"Public",291314000556,"GRANDVIEW SR. HIGH","MO",29,64030,38.88650000,-94.51468000,1222,21.8494,59.9836,13.0115,0.8183,0.4092,3.9280
"Public",291317002285,"GRANDVIEW HIGH","MO",29,63050,38.21377600,-90.66623300,342,96.1988,0.5848,0.8772,0.5848,0.5848,1.1696
"Public",291323000561,"GREEN CITY HIGH","MO",29,63545,40.27008200,-92.95022000,122,95.9016,0.8197,2.4590,0.0000,0.8197,0.0000
"Public",291329000564,"GREEN RIDGE HIGH","MO",29,65332,38.62135500,-93.41271700,177,94.9153,0.0000,2.2599,0.0000,1.1299,1.6949
"Public",291332000566,"GREENFIELD HIGH","MO",29,65661,37.41620100,-93.84285500,178,87.0787,1.1236,3.3708,1.6854,0.5618,6.1798
"Public",291338000569,"GREENVILLE HIGH","MO",29,63944,37.13303000,-90.44687900,222,97.7477,0.9009,0.4505,0.0000,0.4505,0.4505
"Public",291353000576,"HALFWAY SECONDARY","MO",29,65663,37.61592800,-93.24068300,129,98.4496,0.0000,0.0000,0.0000,0.0000,1.5504
"Public",291356000578,"HALLSVILLE HIGH","MO",29,65255,39.11782100,-92.22466500,371,92.7224,2.1563,1.8868,0.5391,0.2695,2.4259
"Public",291359000580,"PENNEY HIGH","MO",29,64644,39.75127800,-93.99875700,235,94.8936,0.8511,0.8511,0.8511,0.8511,1.7021
"Public",291362000583,"HANCOCK SR. HIGH","MO",29,63125,38.52475600,-90.28104000,393,70.9924,19.0840,4.3257,0.5089,0.7634,4.3257
"Public",291365000595,"HANNIBAL SR. HIGH","MO",29,63401,39.72147000,-91.39067500,1037,86.1138,10.7040,1.0608,0.8679,0.3857,0.8679
"Public",291368000597,"HARDIN-CENTRAL HIGH","MO",29,64035,39.27223300,-93.83674300,96,94.7917,2.0833,0.0000,0.0000,3.1250,0.0000
"Public",291371000599,"HARRISBURG HIGH","MO",29,65256,39.14036800,-92.46282900,165,96.3636,0.6061,1.8182,0.0000,0.0000,1.2121
"Public",291376000605,"HARRISONVILLE HIGH","MO",29,64701,38.65810400,-94.33616600,913,94.1950,1.4239,2.0811,0.5476,0.8762,0.8762
"Public",291377000608,"HARTVILLE HIGH","MO",29,65667,37.25278500,-92.51522300,319,98.1191,0.3135,0.3135,0.3135,0.6270,0.3135
"Public",291380000611,"HAYTI HIGH","MO",29,63851,36.23910800,-89.74724200,223,26.4574,73.0942,0.4484,0.0000,0.0000,0.0000
"Public",291383000622,"HAZELWOOD CENTRAL HIGH","MO",29,63031,38.83013400,-90.31547300,1964,7.9939,88.6456,1.1202,1.4257,0.1527,0.6619
"Public",291383000625,"HAZELWOOD WEST HIGH","MO",29,63042,38.78635600,-90.38177600,2208,46.3768,48.1884,3.3967,1.4040,0.0453,0.5888
"Public",291383002696,"HAZELWOOD EAST HIGH","MO",29,63138,38.77610400,-90.23552900,1365,1.6117,97.5092,0.3663,0.1465,0.2198,0.1465
"Public",291425000639,"HERCULANEUM HIGH","MO",29,63048,38.26696400,-90.37942800,403,91.3151,4.9628,2.4814,0.4963,0.0000,0.7444
"Public",291428000646,"HERMANN HIGH","MO",29,65041,38.68895100,-91.44450600,337,94.0653,0.5935,0.8902,0.2967,0.0000,4.1543
"Public",291431000649,"HERMITAGE HIGH","MO",29,65668,37.94014300,-93.31227100,84,95.2381,2.3810,1.1905,0.0000,0.0000,1.1905
"Public",291432002372,"SKYLINE HIGH","MO",29,65767,37.91038500,-93.19332900,215,93.4884,2.7907,2.7907,0.0000,0.4651,0.4651
"Public",291437000667,"HIGBEE HIGH","MO",29,65257,39.30595000,-92.51188000,109,99.0826,0.0000,0.0000,0.9174,0.0000,0.0000
"Public",291440000672,"LAFAYETTE CO. HIGH","MO",29,64037,39.06344500,-93.73061900,309,86.0841,7.4434,3.8835,0.3236,0.3236,1.9417
"Public",291443000675,"HILLSBORO HIGH","MO",29,63050,38.24146000,-90.56999100,1128,96.7199,0.7092,1.2411,0.3546,0.7979,0.1773
"Public",291446000678,"HOLCOMB HIGH","MO",29,63852,36.40327400,-90.02544300,226,88.4956,0.0000,11.5044,0.0000,0.0000,0.0000
"Public",291449000680,"HOLDEN HIGH","MO",29,64040,38.70180300,-93.98928600,416,94.7115,1.4423,1.2019,0.2404,0.4808,1.9231
"Public",291455000684,"HOLLISTER HIGH","MO",29,65672,36.62137600,-93.19166200,499,90.1804,2.0040,5.8116,0.4008,0.4008,1.2024
"Public",291484000688,"HOUSTON HIGH","MO",29,65483,37.32661800,-91.96031200,374,94.9198,0.2674,2.6738,0.8021,0.5348,0.8021
"Public",291527000695,"NORTHWEST HIGH","MO",29,65334,38.84338200,-93.29373100,153,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Public",291530000697,"HUMANSVILLE HIGH","MO",29,65674,37.79842000,-93.57373800,159,95.5975,0.0000,1.8868,0.0000,1.2579,1.2579
"Public",291533000699,"HUME HIGH","MO",29,64752,38.09354400,-94.58356800,69,97.1014,0.0000,0.0000,2.8986,0.0000,0.0000
"Public",291539000701,"HURLEY HIGH","MO",29,65675,36.93298400,-93.50377400,138,99.2754,0.0000,0.7246,0.0000,0.0000,0.0000
"Public",291542000703,"IBERIA HIGH","MO",29,65486,38.08645700,-92.30100200,317,98.4227,0.6309,0.3155,0.0000,0.0000,0.6309
"Public",291545000705,"SCOTT CITY HIGH","MO",29,63780,37.21433800,-89.54875400,229,99.1266,0.0000,0.0000,0.0000,0.0000,0.8734
"Public",291548000722,"TRUMAN HIGH","MO",29,64055,39.05964800,-94.41235400,1600,66.6875,10.1875,14.6250,1.5000,0.1875,6.8125
"Public",291548000724,"WILLIAM CHRISMAN HIGH","MO",29,64050,39.10407800,-94.41209500,1462,68.6047,13.8851,8.9603,0.8208,0.6156,7.1135
"Public",291548003096,"VAN HORN HIGH","MO",29,64053,39.09690000,-94.46244100,962,55.8212,11.7464,25.4678,0.2079,0.4158,6.3410
"Public",291551000729,"Viburnum High","MO",29,65566,37.71684300,-91.13486000,193,97.9275,1.0363,1.0363,0.0000,0.0000,0.0000
"Public",291566000743,"JAMESTOWN C-I HIGH","MO",29,65046,38.76309000,-92.47616900,120,90.0000,0.0000,3.3333,0.8333,0.8333,5.0000
"Public",291614000745,"JASPER HIGH","MO",29,64755,37.34045200,-94.30389400,219,90.8676,0.4566,5.9361,1.3699,1.3699,0.0000
"Public",291619000749,"JEFFERSON CITY HIGH","MO",29,65101,38.56165100,-92.17757500,2534,72.6914,16.6930,4.1436,1.1050,0.3157,5.0513
"Public",291623003144,"JEFFERSON HIGH SCHOOL","MO",29,63028,38.15604600,-90.33928700,308,96.4286,1.6234,0.0000,0.3247,0.6494,0.9740
"Public",291629000769,"JENNINGS HIGH","MO",29,63136,38.72716800,-90.25551800,673,0.4458,98.6627,0.0000,0.4458,0.0000,0.4458
"Public",291635000787,"JOPLIN HIGH","MO",29,64802,37.06875800,-94.50472800,2185,82.1510,5.5378,5.7666,1.6018,2.1510,2.7918
"Public",291638000797,"CLARK CO. HIGH","MO",29,63445,40.41913600,-91.71207200,310,98.0645,0.0000,0.9677,0.0000,0.0000,0.9677
"Public",291640000840,"CENTRAL ACADEMY OF EXCELLENCE","MO",29,64128,39.06687100,-94.54203100,734,1.9074,94.2779,2.3161,0.4087,0.0000,1.0899
"Public",291640000844,"LINCOLN COLLEGE PREP.","MO",29,64108,39.08687900,-94.56056800,836,12.3206,49.5215,30.5024,5.9809,0.2392,1.4354
"Public",291640000860,"NORTHEAST HIGH","MO",29,64124,39.10820000,-94.52546000,873,9.0493,50.6300,31.9588,6.7583,0.5727,1.0309
"Public",291640000862,"PASEO ACAD. OF PERFORMING ARTS","MO",29,64110,39.03963300,-94.56580100,485,7.6289,75.4639,13.4021,2.4742,0.4124,0.6186
"Public",291640000880,"EAST HIGH SCHOOL","MO",29,64127,39.08876000,-94.52223100,973,9.7636,29.8047,48.0987,11.6136,0.4111,0.3083
"Public",291640003093,"SOUTHWEST EARLY COLLEGE CAMPUS","MO",29,64113,39.00926000,-94.59470100,494,6.0729,86.2348,5.8704,0.8097,0.2024,0.8097
"Public",291640003097,"AFRICAN CENT COLLEGE PREP ACAD","MO",29,64131,39.00982000,-94.54489100,403,1.2407,96.5261,1.2407,0.7444,0.2481,0.0000
"Public",291650000897,"KENNETT HIGH","MO",29,63857,36.23978900,-90.07033200,517,66.9246,27.6596,4.8356,0.5803,0.0000,0.0000
"Public",291653000905,"KEYTESVILLE HIGH","MO",29,65261,39.44539600,-92.93041600,71,95.7746,1.4085,2.8169,0.0000,0.0000,0.0000
"Public",291659000907,"KING CITY HIGH","MO",29,64463,40.05477500,-94.52090300,143,95.8042,0.6993,0.6993,2.0979,0.0000,0.6993
"Public",291666000910,"KINGSVILLE HIGH","MO",29,64061,38.74048000,-94.07044400,127,94.4882,2.3622,3.1496,0.0000,0.0000,0.0000
"Public",291674000916,"KIRKSVILLE SR. HIGH","MO",29,63501,40.18494400,-92.56621300,755,90.1987,2.2517,2.2517,3.0464,0.3974,1.8543
"Public",291677000926,"KIRKWOOD SR. HIGH","MO",29,63122,38.59124100,-90.42227200,1782,74.6352,17.2840,2.4130,1.9080,0.1684,3.5915
"Public",291683000932,"KNOB NOSTER HIGH","MO",29,65336,38.76118700,-93.56028500,330,75.7576,11.2121,6.3636,3.6364,0.3030,2.7273
"Public",291686000935,"KOSHKONONG HIGH","MO",29,65692,36.60082700,-91.64569200,121,96.6942,0.0000,1.6529,0.0000,1.6529,0.0000
"Public",291692000937,"LA MONTE HIGH","MO",29,65337,38.77235500,-93.41902300,169,62.1302,1.1834,35.5030,0.0000,0.0000,1.1834
"Public",291695000939,"LA PLATA HIGH","MO",29,63549,40.02371300,-92.49396300,168,95.8333,3.5714,0.5952,0.0000,0.0000,0.0000
"Public",291782000946,"LADUE HORTON WATKINS HIGH","MO",29,63124,38.64000100,-90.39730700,1270,58.8189,22.0472,5.1181,10.3937,0.2362,3.3858
"Public",291785000954,"LAMAR HIGH","MO",29,64759,37.50225100,-94.28196400,400,88.0000,0.0000,3.0000,1.0000,0.7500,7.2500
"Public",291788000957,"LAQUEY R-V HIGH","MO",29,65534,37.76200800,-92.31277000,216,87.9630,3.2407,4.6296,0.9259,1.3889,1.8519
"Public",291797000960,"LATHROP HIGH","MO",29,64465,39.54384500,-94.33084900,280,93.9286,1.7857,1.4286,0.3571,1.4286,1.0714
"Public",291822000962,"LAWSON HIGH","MO",29,64062,39.44310900,-94.19827900,384,96.6146,0.0000,2.3438,0.2604,0.0000,0.7813
"Public",291824000966,"WEST COUNTY HIGH","MO",29,63601,37.86733000,-90.60881700,273,98.9011,0.0000,0.7326,0.0000,0.0000,0.3663
"Public",291827000972,"LEBANON SR. HIGH","MO",29,65536,37.69213700,-92.67881200,1433,89.8814,0.9072,3.3496,1.1165,0.9770,3.7683
"Public",291830000983,"LEE'S SUMMIT SR. HIGH","MO",29,64063,38.90411100,-94.37479200,1839,76.5090,12.1805,5.9271,1.7945,0.5982,2.9908
"Public",291830001481,"LEE'S SUMMIT NORTH HIGH","MO",29,64086,38.92909400,-94.37741900,1901,73.6981,14.9395,5.8390,2.2094,0.2104,3.1036
"Public",291830002795,"LEE'S SUMMIT WEST HIGH","MO",29,64082,38.87289900,-94.39967800,1928,78.8382,12.1888,3.9938,2.8008,0.2593,1.9191
